Time,Voltage (CH1),Current (CH1),Voltage (CH2),Current (CH2)
2,0,0.00300000002607703,4.99300003051758,0.180999994277954
4,0,0.00300000002607703,4.99300003051758,0.180999994277954
6,0,0.00100000004749745,4.99300003051758,0.180999994277954
8,0,0.00100000004749745,4.99300003051758,0.180999994277954
10,0,0.00100000004749745,4.99300003051758,0.180999994277954
12,0,0.00300000002607703,4.99300003051758,0.180999994277954
14,0,0.00300000002607703,4.99300003051758,0.180999994277954
16,0,0.00100000004749745,4.99300003051758,0.180999994277954
18,0,0.00100000004749745,4.99300003051758,0.180999994277954
20,0,0.00100000004749745,4.99300003051758,0.180999994277954
22,0,0.00300000002607703,4.99300003051758,0.180999994277954
24,0,0.00300000002607703,4.99300003051758,0.180999994277954
26,0,0.00300000002607703,4.99300003051758,0.180999994277954
28,0,0.00300000002607703,4.99300003051758,0.180999994277954
30,0,0.00100000004749745,4.99300003051758,0.180999994277954
32,0,0.00300000002607703,4.99300003051758,0.180999994277954
34,0,0.00100000004749745,4.98400020599365,0.180999994277954
36,0,0.00100000004749745,4.99300003051758,0.180999994277954
38,0,0.00300000002607703,4.98400020599365,0.180999994277954
40,0,0.00300000002607703,4.99300003051758,0.180999994277954
42,0,0.00300000002607703,4.99300003051758,0.180999994277954
44,0,0.00300000002607703,4.99300003051758,0.180999994277954
46,0,0.00300000002607703,4.99300003051758,0.180999994277954
48,0,0.00300000002607703,4.99300003051758,0.180999994277954
50,0,0.00300000002607703,4.99300003051758,0.180999994277954
52,0,0.00100000004749745,4.99300003051758,0.180999994277954
54,0,0.00300000002607703,4.99300003051758,0.180999994277954
56,0,0.00300000002607703,4.99300003051758,0.180999994277954
58,0,0.00100000004749745,4.98400020599365,0.180999994277954
60,0,0.00100000004749745,4.99300003051758,0.180999994277954
62,0,0.00300000002607703,4.99300003051758,0.180999994277954
64,0,0.00300000002607703,4.99300003051758,0.180999994277954
66,0,0.00300000002607703,4.99300003051758,0.180999994277954
68,0,0.00100000004749745,4.99300003051758,0.180999994277954
70,0,0.00100000004749745,4.99300003051758,0.180999994277954
72,0,0.00100000004749745,4.99300003051758,0.180999994277954
74,0,0.00300000002607703,4.98400020599365,0.180999994277954
76,0,0.00100000004749745,4.99300003051758,0.180999994277954
78,0,0.00300000002607703,4.99300003051758,0.180999994277954
80,0,0.00300000002607703,4.99300003051758,0.180999994277954
82,0,0.00100000004749745,4.99300003051758,0.180999994277954
84,0,0.00300000002607703,4.99300003051758,0.180999994277954
86,0,0.00300000002607703,4.99300003051758,0.180999994277954
88,0,0.00100000004749745,4.99300003051758,0.180999994277954
90,0,0.00100000004749745,4.99300003051758,0.180999994277954
92,0,0.00100000004749745,4.99300003051758,0.180999994277954
94,0,0.00100000004749745,4.99300003051758,0.180999994277954
96,0,0.00100000004749745,4.99300003051758,0.180999994277954
98,0,0.00100000004749745,4.99300003051758,0.180999994277954
100,0,0.00300000002607703,4.99300003051758,0.180999994277954
102,0,0.00100000004749745,4.99300003051758,0.180999994277954
104,0,0.00300000002607703,4.99300003051758,0.180999994277954
106,0,0.00100000004749745,4.98400020599365,0.180999994277954
108,0,0.00100000004749745,4.98400020599365,0.180999994277954
110,0,0.00100000004749745,4.99300003051758,0.180999994277954
112,0,0.00100000004749745,4.99300003051758,0.180999994277954
114,0,0.00300000002607703,4.99300003051758,0.180999994277954
116,0,0.00300000002607703,4.99300003051758,0.180999994277954
118,0,0.00300000002607703,4.99300003051758,0.180999994277954
120,0,0.00300000002607703,4.99300003051758,0.180999994277954
122,0,0.00100000004749745,4.99300003051758,0.180999994277954
124,0,0.00300000002607703,4.99300003051758,0.180999994277954
126,0,0.00300000002607703,4.99300003051758,0.180999994277954
128,0,0.00100000004749745,4.99300003051758,0.180999994277954
130,0,0.00300000002607703,4.99300003051758,0.180999994277954
132,0,0.00300000002607703,4.99300003051758,0.180999994277954
134,0,0.00100000004749745,4.99300003051758,0.180999994277954
136,0,0.00300000002607703,4.99300003051758,0.180999994277954
138,0,0.00300000002607703,4.99300003051758,0.180999994277954
140,0,0.00300000002607703,4.99300003051758,0.180999994277954
142,0,0.00100000004749745,4.99300003051758,0.180999994277954
144,0,0.00100000004749745,4.99300003051758,0.180999994277954
146,0,0.00300000002607703,4.99300003051758,0.180999994277954
148,0,0.00100000004749745,4.99300003051758,0.180999994277954
150,0,0.00100000004749745,4.98400020599365,0.180999994277954
152,0,0.00300000002607703,4.98400020599365,0.180999994277954
154,0,0.00300000002607703,4.99300003051758,0.180999994277954
156,0,0.00100000004749745,4.99300003051758,0.180999994277954
158,0,0.00100000004749745,4.99300003051758,0.180999994277954
160,0,0.00100000004749745,4.99300003051758,0.180999994277954
162,0,0.00300000002607703,4.99300003051758,0.180999994277954
164,0,0.00300000002607703,4.99300003051758,0.180999994277954
166,0,0.00100000004749745,4.99300003051758,0.180999994277954
168,0,0.00300000002607703,4.98400020599365,0.180999994277954
170,0,0.00100000004749745,4.99300003051758,0.180999994277954
172,0,0.00100000004749745,4.99300003051758,0.180999994277954
174,0,0.00300000002607703,4.99300003051758,0.18299999833107
176,0,0.00300000002607703,4.99300003051758,0.180999994277954
178,0,0.00300000002607703,4.99300003051758,0.180999994277954
180,0,0.00100000004749745,4.99300003051758,0.180999994277954
182,0,0.00300000002607703,4.99300003051758,0.180999994277954
184,0,0.00100000004749745,4.99300003051758,0.180999994277954
186,0,0.00300000002607703,4.99300003051758,0.180999994277954
188,0,0.00300000002607703,4.99300003051758,0.180999994277954
190,0,0.00100000004749745,4.99300003051758,0.180999994277954
192,0,0.00100000004749745,4.99300003051758,0.180999994277954
194,0,0.00100000004749745,4.99300003051758,0.180999994277954
196,0,0.00100000004749745,4.99300003051758,0.180999994277954
198,0,0.00300000002607703,4.99300003051758,0.180000007152557
200,0,0.00300000002607703,4.99300003051758,0.180000007152557
202,0,0.00100000004749745,4.99300003051758,0.180999994277954
204,0,0.00300000002607703,4.99300003051758,0.180000007152557
206,0,0.00100000004749745,4.99300003051758,0.180999994277954
208,0,0.00100000004749745,4.99300003051758,0.180999994277954
210,0,0.00100000004749745,4.98400020599365,0.180999994277954
212,0,0.00300000002607703,4.99300003051758,0.180999994277954
214,0,0.00100000004749745,4.99300003051758,0.180000007152557
216,0,0.00100000004749745,4.99300003051758,0.180000007152557
218,0,0.00100000004749745,4.99300003051758,0.180999994277954
220,0,0.00300000002607703,4.99300003051758,0.180999994277954
222,0,0.00100000004749745,4.99300003051758,0.180999994277954
224,0,0.00100000004749745,4.99300003051758,0.180000007152557
226,0,0.00300000002607703,4.99300003051758,0.180999994277954
228,0,0.00300000002607703,4.98400020599365,0.180999994277954
230,0,0.00300000002607703,4.99300003051758,0.180999994277954
232,0,0.00100000004749745,4.99300003051758,0.180999994277954
234,0,0.00300000002607703,4.99300003051758,0.180999994277954
236,0,0.00300000002607703,4.99300003051758,0.180999994277954
238,0,0.00100000004749745,4.99300003051758,0.180999994277954
240,0,0.00100000004749745,4.99300003051758,0.180999994277954
242,0,0.00300000002607703,4.98400020599365,0.180000007152557
244,0,0.00300000002607703,4.99300003051758,0.180000007152557
246,0,0.00100000004749745,4.99300003051758,0.180000007152557
248,0,0.00100000004749745,4.99300003051758,0.180999994277954
250,0,0.00100000004749745,4.99300003051758,0.180999994277954
252,0,0.00300000002607703,4.99300003051758,0.180999994277954
254,0,0.00300000002607703,4.99300003051758,0.180999994277954
256,0,0.00300000002607703,4.99300003051758,0.180000007152557
258,0,0.00300000002607703,4.99300003051758,0.180000007152557
260,0,0.00100000004749745,4.99300003051758,0.180000007152557
262,0,0.00300000002607703,4.99300003051758,0.180999994277954
264,0,0.00100000004749745,4.99300003051758,0.180000007152557
266,0,0.00300000002607703,4.99300003051758,0.180000007152557
268,0,0.00100000004749745,4.99300003051758,0.180999994277954
270,0,0.00100000004749745,4.99300003051758,0.180000007152557
272,0,0.00300000002607703,4.99300003051758,0.180999994277954
274,0,0.00100000004749745,4.99300003051758,0.180999994277954
276,0,0.00300000002607703,4.99300003051758,0.180000007152557
278,0,0.00100000004749745,4.99300003051758,0.180000007152557
280,0,0.00300000002607703,4.99300003051758,0.180000007152557
282,0,0.00300000002607703,4.99300003051758,0.180000007152557
284,0,0.00100000004749745,4.99300003051758,0.180000007152557
286,0,0.00100000004749745,4.99300003051758,0.180000007152557
288,0,0.00300000002607703,4.99300003051758,0.180000007152557
290,0,0.00100000004749745,4.99300003051758,0.180000007152557
292,0,0.00100000004749745,4.99300003051758,0.180000007152557
294,0,0.00300000002607703,4.99300003051758,0.180999994277954
296,0,0.00100000004749745,4.99300003051758,0.180000007152557
298,0,0.00100000004749745,4.99300003051758,0.180999994277954
300,0,0.00100000004749745,4.99300003051758,0.180999994277954
302,0,0.00300000002607703,4.99300003051758,0.180000007152557
304,0,0.00300000002607703,4.99300003051758,0.180999994277954
306,0,0.00300000002607703,4.99300003051758,0.180999994277954
308,0,0.00100000004749745,4.99300003051758,0.180999994277954
310,0,0.00100000004749745,4.99300003051758,0.180999994277954
312,0,0.00100000004749745,4.99300003051758,0.180999994277954
314,0,0.00300000002607703,4.99300003051758,0.180999994277954
316,0,0.00100000004749745,4.99300003051758,0.180999994277954
318,0,0.00300000002607703,4.99300003051758,0.180000007152557
320,0,0.00300000002607703,4.99300003051758,0.180999994277954
322,0,0.00300000002607703,4.99300003051758,0.180999994277954
324,0,0.00300000002607703,4.99300003051758,0.180000007152557
326,0,0.00100000004749745,4.98400020599365,0.180999994277954
