Time,CH0,CH1,CH2,CH3,CH4,CH5,CH6,CH7
5,41.1423492431641,41.2270240783691,40.9754104614258,41.236255645752,40.9960784912109,36.197322845459,25.4683475494385,26.7186012268066
10,41.1044273376465,41.1987342834473,40.9328727722168,41.1965255737305,40.9721984863281,36.1806678771973,25.447681427002,26.7222118377686
15,41.0735282897949,41.1449584960938,40.8997650146484,41.1764602661133,40.9222373962402,36.1363258361816,25.4103603363037,26.7222118377686
20,41.0344009399414,41.1275024414063,40.8668594360352,41.1250953674316,40.8999671936035,36.1313095092773,25.4117641448975,26.6923160552979
25,41.0117263793945,41.0893783569336,40.8225135803223,41.1026229858398,40.8592338562012,36.1016120910645,25.4063472747803,26.6369361877441
30,40.9629707336426,41.052661895752,40.7938232421875,41.0624923706055,40.8307418823242,36.0689086914063,25.3929042816162,26.6339263916016
35,40.9288597106934,41.0239677429199,40.7699432373047,41.0149383544922,40.7942237854004,36.0544586181641,25.4288196563721,26.6158676147461
40,40.9037780761719,40.9946708679199,40.738842010498,40.9900588989258,40.7494773864746,36.0151329040527,25.4207935333252,26.5911884307861
45,40.8604354858398,40.9437065124512,40.6914901733398,40.9645767211914,40.7364349365234,35.9816246032715,25.4334354400635,26.5863723754883
50,40.8381652832031,40.9218368530273,40.6662063598633,40.937084197998,40.6878776550293,35.9746017456055,25.4199924468994,26.5831623077393
55,40.8094711303711,40.8859214782715,40.6353073120117,40.910400390625,40.6806564331055,35.9366798400879,25.4398555755615,26.5801525115967
60,40.7785720825195,40.8688659667969,40.61865234375,40.8752861022949,40.6361083984375,35.9186210632324,25.4733638763428,26.5677108764648
65,40.7506828308105,40.8361587524414,40.5869522094727,40.8305397033691,40.6026000976563,35.8969497680664,25.4623279571533,26.559684753418
70,40.7344284057617,40.8056602478027,40.5602645874023,40.8205070495605,40.5865478515625,35.8534088134766,25.4280166625977,26.5685138702393
75,40.6914901733398,40.7898101806641,40.5229415893555,40.782585144043,40.5606651306152,35.8062553405762,25.4480819702148,26.5725269317627
80,40.6658058166504,40.7518844604492,40.4892349243164,40.7538909912109,40.5367889404297,35.7769622802734,25.4545040130615,26.5492515563965
85,40.6469459533691,40.7239952087402,40.4683647155762,40.7288093566895,40.506290435791,35.757698059082,25.5265369415283,26.517749786377
90,40.6080207824707,40.6918907165527,40.4470977783203,40.7041320800781,40.4721794128418,35.7386360168457,25.6407070159912,26.5085201263428
95,40.5903625488281,40.6605911254883,40.4069671630859,40.6854705810547,40.442081451416,35.6942939758301,25.7245788574219,26.52858543396
100,40.5542449951172,40.6367111206055,40.3887100219727,40.6523628234863,40.4248237609863,35.6716194152832,25.7484569549561,26.5340023040771
105,40.5229415893555,40.6172485351563,40.363224029541,40.6226654052734,40.412784576416,35.6507530212402,25.7366180419922,26.5331993103027
110,40.5060882568359,40.5759162902832,40.3405532836914,40.590160369873,40.3590126037598,35.6124267578125,25.7053165435791,26.5269794464111
115,40.4808082580566,40.5508346557617,40.3098526000977,40.5680885314941,40.3327255249023,35.5843353271484,25.6284675598145,26.5265789031982
120,40.457332611084,40.5229415893555,40.2978134155273,40.5422058105469,40.307243347168,35.5504264831543,25.62766456604,26.5253734588623
125,40.4206123352051,40.5207366943359,40.2612953186035,40.513916015625,40.2893867492676,35.5311622619629,25.6138191223145,26.5169467926025
130,40.4027557373047,40.4785995483398,40.229190826416,40.4912414550781,40.2556762695313,35.5253448486328,25.6188354492188,26.5205593109131
135,40.393123626709,40.4535179138184,40.2043113708496,40.456729888916,40.2488555908203,35.5052795410156,25.6029853820801,26.5077171325684
140,40.3471755981445,40.4348564147949,40.1854476928711,40.4458923339844,40.2209663391113,35.5299606323242,25.6112117767334,26.5069141387939
145,40.3397483825684,40.4147911071777,40.1671905517578,40.4192085266113,40.1966857910156,35.4916343688965,25.5923500061035,26.5039043426514
150,40.3084487915039,40.3905143737793,40.1473274230957,40.3945274353027,40.1742134094238,35.4870223999023,25.5815143585205,26.4830379486084
155,40.2751388549805,40.371654510498,40.1082000732422,40.3907165527344,40.1499328613281,35.4446830749512,25.5349636077881,26.4846420288086
160,40.2428359985352,40.3313217163086,40.1015777587891,40.3547973632813,40.1124114990234,35.4214096069336,25.5169048309326,26.4788227081299
165,40.2332038879395,40.3172760009766,40.0584373474121,40.3307189941406,40.1065940856934,35.4009437561035,25.5407829284668,26.4846420288086
170,40.2199630737305,40.2954063415527,40.0389747619629,40.3048362731934,40.0845222473145,35.3808784484863,25.6045894622803,26.4872512817383
175,40.187858581543,40.2783508300781,40.0285415649414,40.2919960021973,40.0656623840332,35.3451614379883,25.6665916442871,26.4896583557129
180,40.1704025268555,40.250862121582,40.0110855102539,40.265510559082,40.0556297302246,35.3411483764648,25.6754188537598,26.4603633880615
185,40.1457214355469,40.243236541748,39.9864044189453,40.23681640625,40.0195121765137,35.3202819824219,25.7119369506836,26.43528175354
190,40.1364898681641,40.2095260620117,39.9645347595215,40.2209663391113,39.9948310852051,35.2990112304688,25.7986183166504,26.4419040679932
195,40.1025810241699,40.186653137207,39.9450721740723,40.2043113708496,39.9767723083496,35.2855682373047,25.8800830841064,26.4557495117188
200,40.1035842895508,40.1820373535156,39.9320297241211,40.1784286499023,39.9555053710938,35.2630958557129,25.8632278442383,26.4565505981445
205,40.0789031982422,40.1531448364258,39.903736114502,40.1457214355469,39.9480819702148,35.255069732666,25.8269100189209,26.4591598510742
210,40.051815032959,40.1358871459961,39.8983192443848,40.1491317749023,39.9091529846191,35.2524604797363,25.7815628051758,26.4547462463379
215,40.0417823791504,40.1202392578125,39.8736381530762,40.1278610229492,39.9067459106445,35.2366104125977,25.7426376342773,26.4346809387207
220,40.0124893188477,40.1001739501953,39.8523712158203,40.1106071472168,39.8951072692871,35.2261772155762,25.7093296051025,26.4268550872803
225,39.9992446899414,40.0793037414551,39.8581886291504,40.0985679626465,39.8704299926758,35.190258026123,25.6577625274658,26.4254512786865
230,39.9934272766113,40.0750923156738,39.8311004638672,40.081111907959,39.8549766540527,35.1810302734375,25.6862545013428,26.4134120941162
235,39.9723587036133,40.0496101379395,39.8138465881348,40.0606460571289,39.8407325744629,35.1597595214844,25.6834449768066,26.4246482849121
240,39.9553031921387,40.0403785705566,39.7777290344238,40.0506134033203,39.8311004638672,35.1400947570801,25.6473293304443,26.4569530487061
245,39.9506874084473,40.0279388427734,39.7701034545898,40.0373687744141,39.8156509399414,35.1358833312988,25.5869331359863,26.4511337280273
250,39.9185829162598,40.0108833312988,39.755054473877,40.0126876831055,39.7881622314453,35.1300621032715,25.5522193908691,26.439697265625
255,39.9097557067871,39.9916229248047,39.7504386901855,39.996639251709,39.7865562438965,35.1200332641602,25.5668678283691,26.4404983520508
260,39.9035339355469,39.9783782958984,39.7325820922852,40.0066719055176,39.7574615478516,35.1065864562988,25.561450958252,26.4404983520508
265,39.8918991088867,39.9486808776855,39.7179336547852,39.973762512207,39.7584648132324,35.0915374755859,25.5249309539795,26.4346809387207
270,39.8706283569336,39.9478797912598,39.705696105957,39.9593162536621,39.7432174682617,35.0921401977539,25.4623279571533,26.4027767181396
275,39.8644104003906,39.9286155700684,39.6790084838867,39.9541015625,39.7215461730957,35.0891304016113,25.4296226501465,26.3995666503906
280,39.8515663146973,39.932430267334,39.6774024963379,39.9246025085449,39.7111129760742,35.0849189758301,25.423002243042,26.3827114105225
285,39.8369216918945,39.9189872741699,39.6637573242188,39.9320297241211,39.7093048095703,35.0869255065918,25.4322319030762,26.3799018859863
290,39.8238792419434,39.9103584289551,39.6430931091309,39.910758972168,39.6930541992188,35.0477981567383,25.3983211517334,26.3554229736328
295,39.8208694458008,39.8838729858398,39.6475067138672,39.9065437316895,39.6848258972168,35.0407752990723,25.355583190918,26.3648548126221
300,39.7991981506348,39.8786544799805,39.6252326965332,39.9003257751465,39.676399230957,35.0397720336914,25.3329086303711,26.3588352203369
305,39.7949829101563,39.8618011474609,39.6252326965332,39.8764495849609,39.6593437194824,35.0439834594727,25.3224754333496,26.3542194366455
310,39.7646865844727,39.8601951599121,39.6356658935547,39.8744430541992,39.6517181396484,35.0327491760254,25.3188629150391,26.3307437896729
315,39.7713088989258,39.8523712158203,39.6043663024902,39.8778533935547,39.655933380127,35.0339508056641,25.3569869995117,26.3371639251709
320,39.7739143371582,39.8457489013672,39.6031608581543,39.8485565185547,39.6378746032715,35.0367622375488,25.4109630584717,26.332950592041
325,39.7701034545898,39.8501625061035,39.6001510620117,39.8527717590332,39.6278419494629,35.0106773376465,25.4406585693359,26.3102779388428
330,39.7582664489746,39.8355140686035,39.5826950073242,39.8485565185547,39.6258354187012,35.0162963867188,25.5241298675537,26.2960300445557
335,39.7542533874512,39.839729309082,39.5818939208984,39.8485565185547,39.6354675292969,35.0150909423828,25.6284675598145,26.2990398406982
340,39.7492370605469,39.8142471313477,39.5869102478027,39.8341102600098,39.6174087524414,34.999641418457,25.7438411712646,26.2984390258789
345,39.7388000488281,39.8234748840332,39.5718612670898,39.8401298522949,39.6262359619141,35.0062637329102,25.7865791320801,26.2753639221191

